Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Eli's Brambles","Rock Garden Roof > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/118663200/elis-brambles,3.0,-1,Boulder,V3,1,10,43.03624,-90.08339
"UFO Slab","1. Seein' Elle Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107518066/ufo-slab,2.6,-1,Boulder,V0,1,15,43.01212,-90.12177
Aibohphobia,"Trio > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106703590/aibohphobia,3.0,-1,Boulder,V1,1,10,43.02958,-90.10571
"Cold Dinner Tonight","Cold Dinner > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106389896/cold-dinner-tonight,3.0,-1,Boulder,V2+,1,7,43.02704,-90.11031
"Napolean Complex","Napolean Boulder > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105878997/napolean-complex,2.5,-1,Boulder,V3,1,,43.05034,-90.09735
"Freaney's Fright","Illusions Area > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408040/freaneys-fright,3.0,-1,Boulder,"V2+ PG13",1,20,43.01465,-90.11043
"So Many Dynamos!","Trio > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106703622/so-many-dynamos,3.0,-1,Boulder,V2,1,12,43.02958,-90.10571
Playtime,"Grey Boulder > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106401532/playtime,3.0,-1,Boulder,V0-1,1,15,43.03618,-90.0843
"Battle of the Bulge","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105985632/battle-of-the-bulge,2.4,-1,Boulder,V7-8,1,20,43.0511,-90.0994
"Fistful of 'Dise","Illusions Area > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/122799057/fistful-of-dise,3.0,-1,Boulder,V4,1,10,43.01465,-90.11043
"Chimney Smoker","3. Group Camp A > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/122338145/chimney-smoker,3.0,-1,"TR, Boulder","5.9 V0-1 PG13",1,25,43.04983,-90.10069
Sauin,"Cold Dinner > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119843818/sauin,3.0,-1,Boulder,V8,1,15,43.02704,-90.11031
"Secret Handshake","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/108442224/secret-handshake,3.0,-1,Boulder,V6,1,10,43.03413,-90.11715
"Prairie Dog","Life on the Prairie > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/112366181/prairie-dog,3.0,-1,Boulder,V5-6,1,,43.02883,-90.1093
Popalicious,"West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/109586659/popalicious,3.0,-1,Boulder,V7,1,,43.0511,-90.0994
"Battle of the Midwest","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/109555852/battle-of-the-midwest,3.0,-1,Boulder,V8,1,,43.0511,-90.0994
"Project Perhaps?","Group Camp Z > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106420878/project-perhaps,3.0,-1,Boulder,V6,1,17,43.04952,-90.10565
"The Bulge","Illusions Area > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106249510/the-bulge,3.0,-1,Boulder,V6,1,10,43.01465,-90.11043
"Nameless Slab","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106290794/nameless-slab,2.3,-1,Boulder,V1-2,1,,43.0511,-90.0994
"Soul Patch","6. Mustache Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106401540/soul-patch,3.0,-1,Boulder,"V3 PG13",1,25,43.01252,-90.12185
"Last Call","Cold Dinner > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106389906/last-call,3.0,-1,Boulder,V2+,1,7,43.02704,-90.11031
"Corner problem","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105888684/corner-problem,2.1,-1,Boulder,V0-1,1,,43.03413,-90.11715
"The Scientists","The Scientists > The Complex > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106370479/the-scientists,2.7,-1,Boulder,V3-4,1,15,43.02729,-90.0947
"big jim center","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106227832/big-jim-center,2.3,-1,Boulder,V2,1,,43.01417,-90.11354
"Cosa Nostra","3. Godfather Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106228376/cosa-nostra,2.7,-1,Boulder,"V4 PG13",1,,43.01229,-90.12221
"It Gets Nervous","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106227481/it-gets-nervous,2.7,-1,Boulder,V5,1,15,43.03431,-90.11173
"Sandbox Dyno","Sandbox Boulders > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106418399/sandbox-dyno,2.7,-1,Boulder,V2,1,,43.03501,-90.11087
Prick,"8. Prickler Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107512027/prick,2.8,-1,Boulder,V6,1,10,43.01267,-90.12147
Hemophilia,"Hemophilia > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107518131/hemophilia,2.8,-1,Boulder,V7-,1,10,43.04971,-90.0848
Ender,"High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106218617/ender,2.0,-1,Boulder,V2,1,,43.05023,-90.09778
"Midwest Mustache Ride","6. Mustache Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408001/midwest-mustache-ride,2.3,-1,Boulder,V4,1,12,43.01252,-90.12185
"Long Time Coming","2. Qual Wall > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106269378/long-time-coming,2.6,-1,Boulder,V3-4,1,10,43.03993,-90.10516
"Capitalization Separates Us From the Animals","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107379289/capitalization-separates-us-from-the-animals,2.2,-1,Boulder,V3,1,12,43.01417,-90.11354
"Flavor Savor","6. Mustache Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106290778/flavor-savor,2.6,-1,Boulder,"V5 PG13",1,20,43.01252,-90.12185
Coagulation,"Hemophilia > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107355492/coagulation,2.6,-1,Boulder,V6,1,8,43.04971,-90.0848
Cube,"Press It Out > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107323948/cube,2.7,-1,Boulder,V4,1,7,43.04966,-90.09842
Gennaro,"Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107311984/gennaro,2.7,-1,Boulder,V5-,1,10,43.03413,-90.11715
"Chris Cross Choss","3. Group Camp A > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106428594/chris-cross-choss,2.7,-1,Boulder,V5,1,12,43.04983,-90.10069
"Identifiable Percolation","Group Camp Z > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106420856/identifiable-percolation,2.7,-1,Boulder,V6-,1,9,43.04952,-90.10565
"Red Light District","Red Light District > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106402256/red-light-district,2.7,-1,Boulder,V1,1,15,43.04924,-90.08487
"Tick You","4. Tick Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408022/tick-you,2.7,-1,Boulder,V3-,1,15,43.01241,-90.12177
"big jim left","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106227839/big-jim-left,2.0,-1,Boulder,V1,1,,43.01417,-90.11354
Prickler,"8. Prickler Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107512008/prickler,2.3,-1,Boulder,V2,1,10,43.01267,-90.12147
"Massacre Crack","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119483748/massacre-crack,2.4,-1,Boulder,V0,1,15,43.05179,-90.09875
"An Offer He Couldn't Refuse","3. Godfather Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106197856/an-offer-he-couldnt-refuse,2.4,-1,Boulder,V5,1,15,43.01229,-90.12221
"Veasy AKA ""Why Not?""","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879024/veasy-aka-why-not,2.4,-1,Boulder,V-easy,1,,43.05023,-90.09778
"World Peace","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/109657040/world-peace,2.5,-1,Boulder,V10,1,,43.0511,-90.0994
"Judas Cradle","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119170143/judas-cradle,2.5,-1,Boulder,V5,1,8,43.01417,-90.11354
"first things first","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106231570/first-things-first,1.7,-1,Boulder,V0,1,10,43.0511,-90.0994
"Vitamin V-less","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879054/vitamin-v-less,2.2,-1,Boulder,V1-2,1,,43.0511,-90.0994
"When I was Seventeen","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879071/when-i-was-seventeen,2.1,-1,Boulder,V0,1,,43.0511,-90.0994
"Big Jim","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106223191/big-jim,1.9,-1,Boulder,V1+,1,12,43.01417,-90.11354
"Social Distancing","2. Qual Wall > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/118682084/social-distancing,2.4,-1,Boulder,V2-3,1,15,43.03993,-90.10516
"Half Crack","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105888680/half-crack,2.0,-1,Boulder,V0,1,,43.03413,-90.11715
Muramasa,"3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106442660/muramasa,2.1,-1,Boulder,V6-7,1,10,43.01417,-90.11354
"Butthole Right","Press It Out > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/112313166/butthole-right,2.3,-1,Boulder,V0,1,10,43.04966,-90.09842
"The Good, The Bad, The Dodge","Singled Out Boulders > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/110202173/the-good-the-bad-the-dodge,2.3,-1,Boulder,V4,1,9,43.01295,-90.1207
"Just a Handful","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107311892/just-a-handful,2.3,-1,Boulder,V4-5,1,10,43.03413,-90.11715
"Little Prow","Sandbox Boulders > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106418425/little-prow,2.3,-1,Boulder,V1-2,1,,43.03501,-90.11087
"Funky Tut","7. Cannon Boulder **historical info** > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/109960869/funky-tut,2.5,-1,Boulder,V2-3,1,10,43.01258,-90.12165
"Full Extension","Full Extension > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107518214/full-extension,2.5,-1,Boulder,V5-6,1,15,43.04951,-90.08482
"Pop Corner","Good Day Governor > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408274/pop-corner,2.5,-1,Boulder,V4,1,,43.03464,-90.08347
"Backside Warm-Up","1. Seein' Elle Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106507869/backside-warm-up,1.6,-1,Boulder,V0,1,,43.01212,-90.12177
"Yet Another Warmup","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/111024802/yet-another-warmup,1.9,-1,Boulder,V0,1,20,43.0511,-90.0994
Dangle,"West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105985625/dangle,2.1,-1,Boulder,V4-5,1,20,43.0511,-90.0994
"Mr. Clean","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106223233/mr-clean,2.1,-1,Boulder,V2+,1,,43.0511,-90.0994
"Pale Gardener","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106252948/pale-gardener,1.8,-1,Boulder,V1-2,1,9,43.03431,-90.11173
"Melinhead (AKA Sandbox Arete)","Sandbox Boulders > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106376984/melinhead-aka-sandbox-arete,2.0,-1,Boulder,V2,1,16,43.03501,-90.11087
"Keep Your Pimp Hand Strong","Pimp Boulder > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106239125/keep-your-pimp-hand-strong,2.1,-1,Boulder,V2,1,10,43.01458,-90.11077
Plutocrat,"1. Seein' Elle Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/113896839/plutocrat,1.9,-1,Boulder,V3,1,,43.01212,-90.12177
"Layback Crack Attack","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/108801110/layback-crack-attack,2.0,-1,Boulder,"V1 PG13",1,12,43.0511,-90.0994
"Take My Picture","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106307409/take-my-picture,2.1,-1,Boulder,V2,1,,43.0511,-90.0994
Dungeons,"3. Group Camp A > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408786/dungeons,2.3,-1,Boulder,V3,1,9,43.04983,-90.10069
"Tread Lightly","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106256175/tread-lightly,1.8,-1,Boulder,V1,1,10,43.03431,-90.11173
Topshelf,"West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/108801131/topshelf,2.2,-1,Boulder,"V1+ PG13",1,12,43.0511,-90.0994
Vanis,"Boulder 401 > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106401538/vanis,2.2,-1,Boulder,V2-3,1,15,43.03626,-90.08424
"Cool Hand Luke","3. Group Camp A > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106419129/cool-hand-luke,2.2,-1,Boulder,V2,1,15,43.04983,-90.10069
"Internet Predator","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106160037/internet-predator,1.9,-1,Boulder,V6,1,,43.05179,-90.09875
"The Basilisk AKA Cannons Sit","7. Cannon Boulder **historical info** > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107293558/the-basilisk-aka-cannons-sit,2.3,-1,Boulder,V8+,1,,43.01258,-90.12165
"Right leaning ramp","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105888692/right-leaning-ramp,1.9,-1,Boulder,V0+,1,,43.03413,-90.11715
"Bulls In A China Shop","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107312761/bulls-in-a-china-shop,2.3,-1,Boulder,V6,1,,43.03413,-90.11715
Udaho,"West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106303785/udaho,2.2,-1,Boulder,V1,1,15,43.0511,-90.0994
"Just Dew It","3. Group Camp A > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106419119/just-dew-it,2.3,-1,Boulder,V4,1,15,43.04983,-90.10069
"Prairie Fire","Prairie Fire > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408222/prairie-fire,2.3,-1,Boulder,V2,1,,43.03622,-90.08344
"under arete's","3. Godfather Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106452335/under-aretes,1.7,-1,Boulder,V1,1,20,43.01229,-90.12221
"Left Arete","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105880437/left-arete,1.5,-1,Boulder,V0-1,1,,43.04068,-90.1063
"The Guillotine Left","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106190484/the-guillotine-left,2.0,-1,Boulder,V3-4,1,15,43.05179,-90.09875
"Early Bird","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106231682/early-bird,2.0,-1,Boulder,V4,1,15,43.0511,-90.0994
"Dire Straight","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106314354/dire-straight,2.0,-1,Boulder,V1,1,20,43.0511,-90.0994
"Hidden in Plain Sight","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107312034/hidden-in-plain-sight,1.9,-1,Boulder,V5-,1,10,43.03413,-90.11715
"Right Red Arete","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105888689/right-red-arete,1.9,-1,Boulder,V2-3,1,,43.03413,-90.11715
"Butthole Left","Press It Out > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/112313220/butthole-left,2.0,-1,Boulder,V2,1,10,43.04966,-90.09842
"Oak Tree Groove","Oak Tree Boulder > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408216/oak-tree-groove,2.0,-1,Boulder,V0,1,,43.03597,-90.08297
"The Taint Of Truth","Loch Ness Boulder > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106239142/the-taint-of-truth,1.8,-1,Boulder,V1-2,1,10,43.01445,-90.11079
"Word To Your Mother","Pimp Boulder > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106239647/word-to-your-mother,1.8,-1,Boulder,V1,1,10,43.01458,-90.11077
"Hang Loose","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106227569/hang-loose,1.9,-1,Boulder,V3,1,10,43.03431,-90.11173
"Cube direct","Press It Out > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107323958/cube-direct,2.0,-1,Boulder,V2-3,1,4,43.04966,-90.09842
"Mrs. Shortarm","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106225662/mrs-shortarm,1.7,-1,Boulder,V0-1,1,20,43.05179,-90.09875
"Cat Scratch Fever","Born Full Grown > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106449304/cat-scratch-fever,2.0,-1,Boulder,V1,1,,43.04991,-90.08517
"Makes Me Smile","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107323991/makes-me-smile,2.0,-1,Boulder,V4,1,10,43.03431,-90.11173
"Bramble On","Good Day Governor > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408280/bramble-on,2.0,-1,Boulder,V1+,1,,43.03464,-90.08347
"The Bane of Vince","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106609694/the-bane-of-vince,2.0,-1,Boulder,"V3 PG13",1,20,43.0511,-90.0994
Dragons,"3. Group Camp A > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408792/dragons,2.0,-1,Boulder,V4,1,7,43.04983,-90.10069
"If Not Here, Where?","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107320788/if-not-here-where,1.8,-1,Boulder,V5+,1,10,43.03413,-90.11715
"Dick in the Corner","7. Cannon Boulder **historical info** > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107518271/dick-in-the-corner,1.8,-1,Boulder,V3-,1,8,43.01258,-90.12165
"Swim Test","2. Qual Wall > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119503152/swim-test,2.0,-1,Boulder,V2,1,7,43.03993,-90.10516
"Don't Commit! The Footchip You Are On Is Broken!","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106401513/dont-commit-the-footchip-you-are-on-is-broken,2.0,-1,Boulder,"V2-3 PG13",1,20,43.0511,-90.0994
"Low and Behold","Barrel Boulders > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107320768/low-and-behold,2.0,-1,Boulder,V3-4,1,10,43.03413,-90.11715
"High Tide","High Tide > The Complex > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106370999/high-tide,2.0,-1,Boulder,V2,1,,43.02668,-90.09449
"Nobody You Know","Nobody You Know > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106449315/nobody-you-know,2.0,-1,Boulder,V1,1,,43.04907,-90.08536
"The Champ","Full Extension > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107518242/the-champ,2.0,-1,Boulder,V4-5,1,10,43.04951,-90.08482
"Party Boobytrap","Trio > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106703614/party-boobytrap,2.0,-1,Boulder,V1,1,10,43.02958,-90.10571
"Live Not on Evil","Trio > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106703632/live-not-on-evil,2.0,-1,Boulder,V2,1,10,43.02958,-90.10571
"Little Bit of Lank","5. Steve's ZZ Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106389447/little-bit-of-lank,2.0,-1,Boulder,V2-3,1,8,43.05482,-90.09974
"Schizophrenia (Right of Split Personality)","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107113969/schizophrenia-right-of-split-personality,1.5,-1,Boulder,V0,1,12,43.05023,-90.09778
"Tight Space","1. Seein' Elle Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119036486/tight-space,2.0,-1,Boulder,V6,1,,43.01212,-90.12177
"White Van","Cold Dinner > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119843705/white-van,2.0,-1,Boulder,V6,1,15,43.02704,-90.11031
"Project ( We call it titty twister)","ABC Boulder > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106258268/project-we-call-it-titty-twister,2.0,-1,Boulder,V7-8,1,,43.0337,-90.11028
"5 more minutes","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/111284219/5-more-minutes,1.8,-1,Boulder,V2-3,1,,43.01417,-90.11354
"Pudding Tree Arete","Life on the Prairie > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107510615/pudding-tree-arete,2.0,-1,Boulder,V0,1,16,43.02883,-90.1093
Blade,"5. Blade Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107796407/blade,2.0,-1,Boulder,V4,1,8,43.01248,-90.12172
Slabracadabra,"West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106395874/slabracadabra,2.0,-1,Boulder,V1+,1,20,43.0511,-90.0994
"Too Soon","Twin Valley Campground > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106743953/too-soon,2.0,-1,Boulder,V4,1,8,43.02609,-90.10216
"The Creeper","Cold Dinner > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106391858/the-creeper,2.0,-1,Boulder,V3,1,8,43.02704,-90.11031
